TestID,Timestamp,DataVolume,DataSize_MB,Framework,EncryptionTime_ms,CPU_Overhead_Percent,Memory_Usage_GB,SystemLoad,DataSensitivity,EncryptionAlgorithm
2574,2024-11-05T19:47:43,VeryLarge,46791,ReplicaWatcher,1413,6.15,1.91,60%,Low,ChaCha20-Poly1305
2575,2024-11-05T19:47:44,VeryLarge,20620,Kunerva,1405,6.91,2.09,74%,Low,AES-256-GCM
2576,2024-11-05T19:47:45,VeryLarge,28389,kubeFlower,1453,7.27,2.99,50%,High,AES-256-GCM
2577,2024-11-05T19:47:46,Small,38,ATLAS,44,4.35,1.48,54%,High,AES-128-GCM
2578,2024-11-05T19:47:47,Small,10,ReplicaWatcher,74,5.32,1.6,59%,Low,AES-128-GCM
2579,2024-11-05T19:47:48,Small,54,Kunerva,91,5.6,1.72,21%,High,ChaCha20-Poly1305
2580,2024-11-05T19:47:49,Small,10,kubeFlower,123,6.45,2.85,25%,High,ChaCha20-Poly1305
2581,2024-11-05T19:47:50,Medium,160,ATLAS,162,4.94,1.5,36%,Medium,AES-128-GCM
2582,2024-11-05T19:47:51,Medium,838,ReplicaWatcher,208,5.49,1.69,78%,Medium,AES-256-GCM
2583,2024-11-05T19:47:52,Medium,523,Kunerva,208,6.14,1.85,71%,High,AES-128-GCM
2584,2024-11-05T19:47:53,Medium,301,kubeFlower,264,6.51,2.88,48%,Medium,AES-128-GCM
2585,2024-11-05T19:47:54,Large,4299,ATLAS,513,5.11,1.59,42%,Medium,ChaCha20-Poly1305
2586,2024-11-05T19:47:55,Large,3404,ReplicaWatcher,576,5.63,1.76,63%,High,AES-128-GCM
2587,2024-11-05T19:47:56,Large,2125,Kunerva,560,6.38,1.89,36%,High,AES-128-GCM
2588,2024-11-05T19:47:57,Large,7935,kubeFlower,649,6.55,3.13,63%,Medium,ChaCha20-Poly1305
2589,2024-11-05T19:47:58,VeryLarge,17604,ATLAS,1198,5.32,1.7,54%,High,ChaCha20-Poly1305
2590,2024-11-05T19:47:59,VeryLarge,14168,ReplicaWatcher,1375,6.41,1.96,31%,Medium,AES-256-GCM
2591,2024-11-05T19:48:00,VeryLarge,48103,Kunerva,1480,6.93,2.21,42%,High,ChaCha20-Poly1305
2592,2024-11-05T19:48:01,VeryLarge,28351,kubeFlower,1477,6.79,3.15,69%,High,ChaCha20-Poly1305
2593,2024-11-05T19:48:02,Small,37,ATLAS,44,4.5,1.45,56%,High,AES-256-GCM
2594,2024-11-05T19:48:03,Small,15,ReplicaWatcher,81,5.1,1.57,23%,Low,AES-128-GCM
2595,2024-11-05T19:48:04,Small,61,Kunerva,88,5.99,1.85,52%,High,ChaCha20-Poly1305
2596,2024-11-05T19:48:05,Small,16,kubeFlower,123,6.46,2.85,33%,High,ChaCha20-Poly1305
2597,2024-11-05T19:48:06,Medium,157,ATLAS,158,4.56,1.54,73%,High,AES-128-GCM
2598,2024-11-05T19:48:07,Medium,571,ReplicaWatcher,196,5.34,1.64,70%,Medium,AES-256-GCM
2599,2024-11-05T19:48:08,Medium,867,Kunerva,212,6.17,1.8,44%,Low,ChaCha20-Poly1305
2600,2024-11-05T19:48:09,Medium,878,kubeFlower,272,6.34,2.71,57%,Medium,ChaCha20-Poly1305
2601,2024-11-05T19:48:10,Large,3072,ATLAS,506,4.89,1.63,69%,Low,ChaCha20-Poly1305
2602,2024-11-05T19:48:11,Large,1269,ReplicaWatcher,552,6.17,1.8,41%,High,AES-128-GCM
2603,2024-11-05T19:48:12,Large,4888,Kunerva,615,6.74,1.98,40%,High,AES-256-GCM
2604,2024-11-05T19:48:13,Large,7859,kubeFlower,672,7.09,3.06,28%,Medium,AES-256-GCM
2605,2024-11-05T19:48:14,VeryLarge,31686,ATLAS,1298,5.51,1.59,79%,Low,ChaCha20-Poly1305
2606,2024-11-05T19:48:15,VeryLarge,23010,ReplicaWatcher,1436,6.46,1.88,43%,Low,AES-128-GCM
2607,2024-11-05T19:48:16,VeryLarge,48518,Kunerva,1443,6.62,2.23,65%,Medium,AES-256-GCM
2608,2024-11-05T19:48:17,VeryLarge,33940,kubeFlower,1526,6.85,3.01,55%,Medium,ChaCha20-Poly1305
2609,2024-11-05T19:48:18,Small,92,ATLAS,46,4.56,1.43,55%,Low,AES-256-GCM
2610,2024-11-05T19:48:19,Small,58,ReplicaWatcher,79,5.0,1.55,24%,Low,AES-128-GCM
2611,2024-11-05T19:48:20,Small,35,Kunerva,90,6.11,1.72,69%,Low,ChaCha20-Poly1305
2612,2024-11-05T19:48:21,Small,14,kubeFlower,127,6.12,2.86,30%,High,AES-128-GCM
2613,2024-11-05T19:48:22,Medium,732,ATLAS,154,5.01,1.45,36%,Medium,ChaCha20-Poly1305
2614,2024-11-05T19:48:23,Medium,970,ReplicaWatcher,197,5.21,1.69,26%,High,ChaCha20-Poly1305
2615,2024-11-05T19:48:24,Medium,168,Kunerva,214,5.83,1.93,22%,High,ChaCha20-Poly1305
2616,2024-11-05T19:48:25,Medium,127,kubeFlower,269,6.85,2.76,44%,Medium,ChaCha20-Poly1305
2617,2024-11-05T19:48:26,Large,2947,ATLAS,500,4.88,1.65,55%,Low,ChaCha20-Poly1305
2618,2024-11-05T19:48:27,Large,4592,ReplicaWatcher,581,5.72,1.82,72%,High,AES-128-GCM
2619,2024-11-05T19:48:28,Large,3054,Kunerva,560,6.15,1.99,22%,Medium,AES-128-GCM
2620,2024-11-05T19:48:29,Large,3937,kubeFlower,660,6.66,2.97,42%,Medium,AES-256-GCM
2621,2024-11-05T19:48:30,VeryLarge,34649,ATLAS,1207,5.72,1.72,79%,Low,AES-256-GCM
2622,2024-11-05T19:48:31,VeryLarge,43348,ReplicaWatcher,1333,6.15,1.94,77%,High,AES-256-GCM
2623,2024-11-05T19:48:32,VeryLarge,31291,Kunerva,1408,6.52,2.22,76%,High,AES-128-GCM
2624,2024-11-05T19:48:33,VeryLarge,44630,kubeFlower,1540,7.33,3.07,65%,High,AES-128-GCM
2625,2024-11-05T19:48:34,Small,59,ATLAS,43,4.53,1.52,31%,High,AES-256-GCM
2626,2024-11-05T19:48:35,Small,88,ReplicaWatcher,82,5.25,1.49,71%,Medium,AES-256-GCM
2627,2024-11-05T19:48:36,Small,63,Kunerva,85,6.11,1.81,76%,High,ChaCha20-Poly1305
2628,2024-11-05T19:48:37,Small,3,kubeFlower,122,6.45,2.81,23%,Low,AES-128-GCM
2629,2024-11-05T19:48:38,Medium,559,ATLAS,157,4.7,1.48,40%,Low,AES-256-GCM
2630,2024-11-05T19:48:39,Medium,269,ReplicaWatcher,193,5.62,1.68,63%,Medium,AES-256-GCM
2631,2024-11-05T19:48:40,Medium,266,Kunerva,209,5.9,1.84,43%,Medium,AES-256-GCM
2632,2024-11-05T19:48:41,Medium,947,kubeFlower,274,6.57,2.79,36%,Medium,AES-256-GCM
2633,2024-11-05T19:48:42,Large,8678,ATLAS,470,5.3,1.6,27%,Medium,AES-128-GCM
2634,2024-11-05T19:48:43,Large,9328,ReplicaWatcher,583,6.1,1.77,51%,Medium,AES-256-GCM
2635,2024-11-05T19:48:44,Large,7103,Kunerva,577,6.75,1.89,43%,Low,AES-128-GCM
2636,2024-11-05T19:48:45,Large,4260,kubeFlower,636,7.04,2.98,34%,Low,ChaCha20-Poly1305
2637,2024-11-05T19:48:46,VeryLarge,29748,ATLAS,1220,5.29,1.67,55%,High,AES-256-GCM
2638,2024-11-05T19:48:47,VeryLarge,37801,ReplicaWatcher,1352,6.26,1.9,65%,Medium,AES-256-GCM
2639,2024-11-05T19:48:48,VeryLarge,16070,Kunerva,1539,6.99,2.05,52%,Low,AES-256-GCM
2640,2024-11-05T19:48:49,VeryLarge,14565,kubeFlower,1426,7.26,3.01,80%,Low,AES-256-GCM
2641,2024-11-05T19:48:50,Small,43,ATLAS,43,4.74,1.47,78%,High,AES-256-GCM
2642,2024-11-05T19:48:51,Small,60,ReplicaWatcher,79,4.9,1.53,37%,Medium,AES-128-GCM
2643,2024-11-05T19:48:52,Small,16,Kunerva,89,5.83,1.78,39%,High,AES-256-GCM
2644,2024-11-05T19:48:53,Small,34,kubeFlower,126,6.34,2.64,53%,Low,AES-128-GCM
2645,2024-11-05T19:48:54,Medium,864,ATLAS,156,4.97,1.45,74%,Medium,AES-256-GCM
2646,2024-11-05T19:48:55,Medium,659,ReplicaWatcher,189,5.66,1.75,70%,Medium,AES-128-GCM
2647,2024-11-05T19:48:56,Medium,999,Kunerva,211,6.05,1.97,22%,Medium,ChaCha20-Poly1305
2648,2024-11-05T19:48:57,Medium,128,kubeFlower,276,6.71,2.89,41%,High,AES-256-GCM
2649,2024-11-05T19:48:58,Large,6600,ATLAS,491,5.36,1.63,35%,Medium,AES-256-GCM
2650,2024-11-05T19:48:59,Large,2046,ReplicaWatcher,554,6.09,1.78,69%,High,AES-128-GCM
2651,2024-11-05T19:49:00,Large,3203,Kunerva,586,6.22,1.97,60%,Medium,AES-128-GCM
2652,2024-11-05T19:49:01,Large,3662,kubeFlower,662,6.62,2.97,56%,High,AES-128-GCM
2653,2024-11-05T19:49:02,VeryLarge,33280,ATLAS,1278,5.36,1.59,57%,High,AES-256-GCM
2654,2024-11-05T19:49:03,VeryLarge,26139,ReplicaWatcher,1454,6.34,1.94,21%,High,AES-128-GCM
2655,2024-11-05T19:49:04,VeryLarge,43031,Kunerva,1397,6.86,2.18,20%,High,ChaCha20-Poly1305
2656,2024-11-05T19:49:05,VeryLarge,28712,kubeFlower,1502,7.41,2.98,50%,Medium,AES-256-GCM
2657,2024-11-05T19:49:06,Small,49,ATLAS,43,4.38,1.51,62%,High,AES-128-GCM
2658,2024-11-05T19:49:07,Small,24,ReplicaWatcher,77,5.33,1.57,33%,High,AES-256-GCM
2659,2024-11-05T19:49:08,Small,40,Kunerva,88,5.61,1.74,77%,Low,AES-256-GCM
2660,2024-11-05T19:49:09,Small,71,kubeFlower,117,6.42,2.6,37%,High,AES-128-GCM
2661,2024-11-05T19:49:10,Medium,650,ATLAS,157,4.83,1.51,35%,Low,AES-256-GCM
2662,2024-11-05T19:49:11,Medium,795,ReplicaWatcher,194,5.46,1.75,79%,Low,AES-256-GCM
2663,2024-11-05T19:49:12,Medium,332,Kunerva,207,5.84,1.95,54%,Medium,ChaCha20-Poly1305
2664,2024-11-05T19:49:13,Medium,459,kubeFlower,259,6.61,2.89,22%,Low,AES-256-GCM
2665,2024-11-05T19:49:14,Large,5358,ATLAS,478,5.35,1.66,30%,Medium,AES-256-GCM
2666,2024-11-05T19:49:15,Large,8599,ReplicaWatcher,559,6.01,1.87,44%,High,ChaCha20-Poly1305
2667,2024-11-05T19:49:16,Large,4197,Kunerva,565,6.71,2.04,64%,Medium,AES-256-GCM
2668,2024-11-05T19:49:17,Large,1654,kubeFlower,641,7.14,2.83,22%,High,AES-256-GCM
2669,2024-11-05T19:49:18,VeryLarge,39835,ATLAS,1229,5.58,1.64,40%,High,AES-256-GCM
2670,2024-11-05T19:49:19,VeryLarge,36625,ReplicaWatcher,1424,6.18,1.86,58%,Low,AES-256-GCM
2671,2024-11-05T19:49:20,VeryLarge,18817,Kunerva,1485,6.78,2.06,56%,Low,ChaCha20-Poly1305
2672,2024-11-05T19:49:21,VeryLarge,36429,kubeFlower,1476,6.78,2.97,60%,Low,ChaCha20-Poly1305
2673,2024-11-05T19:49:22,Small,74,ATLAS,44,4.58,1.51,49%,High,ChaCha20-Poly1305
2674,2024-11-05T19:49:23,Small,90,ReplicaWatcher,81,5.08,1.55,24%,Medium,ChaCha20-Poly1305
2675,2024-11-05T19:49:24,Small,88,Kunerva,89,5.69,1.81,20%,High,AES-256-GCM
2676,2024-11-05T19:49:25,Small,6,kubeFlower,125,6.32,2.81,34%,Low,AES-256-GCM
2677,2024-11-05T19:49:26,Medium,772,ATLAS,152,4.96,1.55,30%,Medium,ChaCha20-Poly1305
2678,2024-11-05T19:49:27,Medium,423,ReplicaWatcher,189,5.47,1.63,34%,Medium,AES-128-GCM
2679,2024-11-05T19:49:28,Medium,516,Kunerva,207,6.13,1.92,22%,Medium,AES-256-GCM
2680,2024-11-05T19:49:29,Medium,631,kubeFlower,277,6.83,2.74,65%,Low,AES-256-GCM
2681,2024-11-05T19:49:30,Large,5794,ATLAS,489,4.86,1.51,20%,Low,ChaCha20-Poly1305
2682,2024-11-05T19:49:31,Large,9045,ReplicaWatcher,572,6.13,1.73,49%,Medium,AES-128-GCM
2683,2024-11-05T19:49:32,Large,4571,Kunerva,588,6.44,2.01,72%,High,AES-256-GCM
2684,2024-11-05T19:49:33,Large,5683,kubeFlower,677,6.82,3.05,66%,Low,AES-128-GCM
2685,2024-11-05T19:49:34,VeryLarge,19154,ATLAS,1285,5.54,1.62,55%,High,AES-256-GCM
2686,2024-11-05T19:49:35,VeryLarge,12650,ReplicaWatcher,1352,6.47,1.8,68%,Medium,ChaCha20-Poly1305
2687,2024-11-05T19:49:36,VeryLarge,39488,Kunerva,1500,6.79,2.09,32%,High,ChaCha20-Poly1305
2688,2024-11-05T19:49:37,VeryLarge,39127,kubeFlower,1408,6.83,2.97,50%,Medium,AES-128-GCM
2689,2024-11-05T19:49:38,Small,78,ATLAS,45,4.46,1.47,46%,Medium,AES-256-GCM
2690,2024-11-05T19:49:39,Small,47,ReplicaWatcher,78,4.99,1.56,40%,Low,AES-128-GCM
2691,2024-11-05T19:49:40,Small,88,Kunerva,92,5.78,1.77,67%,High,AES-256-GCM
2692,2024-11-05T19:49:41,Small,4,kubeFlower,123,6.13,2.77,21%,Medium,AES-128-GCM
2693,2024-11-05T19:49:42,Medium,792,ATLAS,160,4.81,1.57,78%,Medium,AES-128-GCM
2694,2024-11-05T19:49:43,Medium,380,ReplicaWatcher,198,5.72,1.68,70%,Medium,AES-128-GCM
2695,2024-11-05T19:49:44,Medium,377,Kunerva,216,6.19,1.98,45%,Low,AES-256-GCM
2696,2024-11-05T19:49:45,Medium,955,kubeFlower,280,6.89,2.86,31%,High,ChaCha20-Poly1305
2697,2024-11-05T19:49:46,Large,2862,ATLAS,492,5.18,1.57,45%,Medium,ChaCha20-Poly1305
2698,2024-11-05T19:49:47,Large,2406,ReplicaWatcher,563,5.73,1.77,48%,Low,ChaCha20-Poly1305
2699,2024-11-05T19:49:48,Large,2887,Kunerva,603,6.26,1.98,32%,Low,AES-128-GCM
2700,2024-11-05T19:49:49,Large,6410,kubeFlower,669,6.58,3.12,60%,Medium,ChaCha20-Poly1305
2701,2024-11-05T19:49:50,VeryLarge,10351,ATLAS,1248,5.38,1.58,76%,High,AES-128-GCM
2702,2024-11-05T19:49:51,VeryLarge,32627,ReplicaWatcher,1323,6.35,1.81,58%,Low,ChaCha20-Poly1305
2703,2024-11-05T19:49:52,VeryLarge,21299,Kunerva,1466,6.84,2.12,66%,Medium,AES-128-GCM
2704,2024-11-05T19:49:53,VeryLarge,33658,kubeFlower,1470,7.11,3.15,46%,Medium,AES-128-GCM
2705,2024-11-05T19:49:54,Small,66,ATLAS,44,4.57,1.52,47%,Low,AES-256-GCM
2706,2024-11-05T19:49:55,Small,32,ReplicaWatcher,81,5.31,1.49,49%,High,AES-128-GCM
2707,2024-11-05T19:49:56,Small,51,Kunerva,85,5.63,1.79,57%,Medium,ChaCha20-Poly1305
2708,2024-11-05T19:49:57,Small,57,kubeFlower,127,6.13,2.69,78%,Low,AES-256-GCM
2709,2024-11-05T19:49:58,Medium,291,ATLAS,161,4.56,1.56,51%,High,AES-128-GCM
2710,2024-11-05T19:49:59,Medium,639,ReplicaWatcher,196,5.32,1.65,25%,Low,AES-256-GCM
2711,2024-11-05T19:50:00,Medium,753,Kunerva,206,6.15,1.92,62%,Medium,AES-256-GCM
2712,2024-11-05T19:50:01,Medium,995,kubeFlower,279,6.54,2.89,78%,Medium,ChaCha20-Poly1305
2713,2024-11-05T19:50:02,Large,8130,ATLAS,478,4.91,1.52,71%,Medium,AES-256-GCM
2714,2024-11-05T19:50:03,Large,7589,ReplicaWatcher,547,6.1,1.77,28%,High,ChaCha20-Poly1305
2715,2024-11-05T19:50:04,Large,6389,Kunerva,569,6.32,1.94,29%,High,ChaCha20-Poly1305
2716,2024-11-05T19:50:05,Large,5789,kubeFlower,685,6.76,2.85,51%,High,ChaCha20-Poly1305
2717,2024-11-05T19:50:06,VeryLarge,14073,ATLAS,1228,5.21,1.7,51%,High,ChaCha20-Poly1305
2718,2024-11-05T19:50:07,VeryLarge,43174,ReplicaWatcher,1366,6.28,1.98,41%,Medium,AES-256-GCM
2719,2024-11-05T19:50:08,VeryLarge,18262,Kunerva,1420,7.05,2.24,56%,High,ChaCha20-Poly1305
2720,2024-11-05T19:50:09,VeryLarge,36786,kubeFlower,1486,6.91,3.04,38%,Low,ChaCha20-Poly1305
2721,2024-11-05T19:50:10,Small,14,ATLAS,46,4.46,1.52,49%,Medium,AES-128-GCM
2722,2024-11-05T19:50:11,Small,29,ReplicaWatcher,78,5.07,1.56,67%,High,AES-256-GCM
2723,2024-11-05T19:50:12,Small,8,Kunerva,86,5.67,1.69,71%,Low,ChaCha20-Poly1305
2724,2024-11-05T19:50:13,Small,3,kubeFlower,118,6.07,2.77,64%,Medium,AES-256-GCM
2725,2024-11-05T19:50:14,Medium,876,ATLAS,158,4.86,1.48,43%,Low,AES-128-GCM
2726,2024-11-05T19:50:15,Medium,202,ReplicaWatcher,194,5.62,1.69,53%,High,ChaCha20-Poly1305
2727,2024-11-05T19:50:16,Medium,478,Kunerva,216,5.82,1.92,47%,High,ChaCha20-Poly1305
2728,2024-11-05T19:50:17,Medium,929,kubeFlower,264,6.64,2.95,32%,Medium,AES-128-GCM
2729,2024-11-05T19:50:18,Large,7150,ATLAS,501,5.04,1.65,48%,Low,AES-256-GCM
2730,2024-11-05T19:50:19,Large,2577,ReplicaWatcher,546,5.67,1.76,46%,High,AES-256-GCM
2731,2024-11-05T19:50:20,Large,6412,Kunerva,608,6.31,1.93,51%,Medium,AES-256-GCM
2732,2024-11-05T19:50:21,Large,5880,kubeFlower,649,6.66,3.05,25%,Low,AES-128-GCM
2733,2024-11-05T19:50:22,VeryLarge,41518,ATLAS,1224,5.48,1.72,61%,High,ChaCha20-Poly1305
2734,2024-11-05T19:50:23,VeryLarge,13233,ReplicaWatcher,1354,6.1,1.96,25%,Medium,AES-128-GCM
2735,2024-11-05T19:50:24,VeryLarge,10083,Kunerva,1441,6.76,2.17,34%,Medium,ChaCha20-Poly1305
2736,2024-11-05T19:50:25,VeryLarge,48677,kubeFlower,1413,7.24,3.12,47%,Low,AES-256-GCM
2737,2024-11-05T19:50:26,Small,39,ATLAS,43,4.71,1.49,52%,High,AES-256-GCM
2738,2024-11-05T19:50:27,Small,63,ReplicaWatcher,80,5.07,1.48,30%,High,AES-128-GCM
2739,2024-11-05T19:50:28,Small,57,Kunerva,91,6.17,1.84,35%,Low,AES-256-GCM
2740,2024-11-05T19:50:29,Small,3,kubeFlower,118,6.36,2.75,69%,Low,AES-256-GCM
2741,2024-11-05T19:50:30,Medium,305,ATLAS,158,4.93,1.45,38%,Medium,ChaCha20-Poly1305
2742,2024-11-05T19:50:31,Medium,434,ReplicaWatcher,201,5.4,1.6,27%,Low,AES-256-GCM
2743,2024-11-05T19:50:32,Medium,906,Kunerva,202,6.31,1.81,69%,High,AES-256-GCM
2744,2024-11-05T19:50:33,Medium,202,kubeFlower,279,6.8,2.89,49%,Medium,AES-256-GCM
2745,2024-11-05T19:50:34,Large,8299,ATLAS,479,5.33,1.6,62%,Low,ChaCha20-Poly1305
2746,2024-11-05T19:50:35,Large,3548,ReplicaWatcher,590,5.87,1.71,65%,Low,AES-256-GCM
2747,2024-11-05T19:50:36,Large,4184,Kunerva,605,6.2,1.89,42%,Medium,AES-128-GCM
2748,2024-11-05T19:50:37,Large,2182,kubeFlower,645,7.09,3.1,60%,High,AES-128-GCM
2749,2024-11-05T19:50:38,VeryLarge,29381,ATLAS,1244,5.49,1.63,68%,High,AES-256-GCM
2750,2024-11-05T19:50:39,VeryLarge,49327,ReplicaWatcher,1392,6.15,1.82,42%,Low,ChaCha20-Poly1305
2751,2024-11-05T19:50:40,VeryLarge,24624,Kunerva,1504,6.92,2.12,54%,Low,AES-128-GCM
2752,2024-11-05T19:50:41,VeryLarge,24214,kubeFlower,1543,7.03,3.01,28%,Low,AES-256-GCM
2753,2024-11-05T19:50:42,Small,67,ATLAS,43,4.42,1.51,63%,High,ChaCha20-Poly1305
2754,2024-11-05T19:50:43,Small,38,ReplicaWatcher,79,5.2,1.51,78%,Low,ChaCha20-Poly1305
2755,2024-11-05T19:50:44,Small,48,Kunerva,91,5.88,1.83,20%,Medium,ChaCha20-Poly1305
2756,2024-11-05T19:50:45,Small,11,kubeFlower,128,6.48,2.82,21%,High,AES-128-GCM
2757,2024-11-05T19:50:46,Medium,116,ATLAS,156,4.65,1.45,70%,Medium,ChaCha20-Poly1305
2758,2024-11-05T19:50:47,Medium,532,ReplicaWatcher,198,5.43,1.61,56%,Medium,ChaCha20-Poly1305
2759,2024-11-05T19:50:48,Medium,588,Kunerva,218,6.24,1.97,27%,High,AES-128-GCM
2760,2024-11-05T19:50:49,Medium,444,kubeFlower,257,6.71,2.87,41%,Low,ChaCha20-Poly1305
2761,2024-11-05T19:50:50,Large,3737,ATLAS,513,5.14,1.6,43%,Medium,AES-128-GCM
2762,2024-11-05T19:50:51,Large,2917,ReplicaWatcher,555,5.68,1.75,30%,High,AES-128-GCM
2763,2024-11-05T19:50:52,Large,1651,Kunerva,576,6.42,1.88,69%,Low,ChaCha20-Poly1305
2764,2024-11-05T19:50:53,Large,8907,kubeFlower,680,6.99,2.85,53%,Low,AES-256-GCM
2765,2024-11-05T19:50:54,VeryLarge,10071,ATLAS,1296,5.46,1.69,23%,Medium,AES-256-GCM
2766,2024-11-05T19:50:55,VeryLarge,49876,ReplicaWatcher,1354,6.2,1.81,73%,High,AES-256-GCM
2767,2024-11-05T19:50:56,VeryLarge,47935,Kunerva,1423,6.75,2.1,49%,Medium,AES-128-GCM
2768,2024-11-05T19:50:57,VeryLarge,37357,kubeFlower,1413,7.22,2.99,76%,Low,AES-128-GCM
2769,2024-11-05T19:50:58,Small,45,ATLAS,46,4.64,1.42,50%,Medium,AES-256-GCM
2770,2024-11-05T19:50:59,Small,57,ReplicaWatcher,81,5.32,1.55,45%,High,ChaCha20-Poly1305
2771,2024-11-05T19:51:00,Small,74,Kunerva,93,6.14,1.81,44%,Medium,AES-256-GCM
2772,2024-11-05T19:51:01,Small,17,kubeFlower,120,6.45,2.76,49%,High,ChaCha20-Poly1305
2773,2024-11-05T19:51:02,Medium,541,ATLAS,149,4.84,1.47,42%,Medium,AES-128-GCM
2774,2024-11-05T19:51:03,Medium,455,ReplicaWatcher,205,5.47,1.71,66%,High,AES-128-GCM
2775,2024-11-05T19:51:04,Medium,995,Kunerva,209,6.35,1.96,78%,Low,AES-256-GCM
2776,2024-11-05T19:51:05,Medium,487,kubeFlower,276,6.71,2.83,73%,High,AES-128-GCM
2777,2024-11-05T19:51:06,Large,4721,ATLAS,480,4.88,1.63,77%,Low,AES-128-GCM
2778,2024-11-05T19:51:07,Large,9440,ReplicaWatcher,543,6.07,1.74,24%,Medium,AES-128-GCM
2779,2024-11-05T19:51:08,Large,5506,Kunerva,561,6.43,2.02,64%,High,AES-128-GCM
2780,2024-11-05T19:51:09,Large,6745,kubeFlower,676,7.12,2.84,40%,Low,AES-128-GCM
2781,2024-11-05T19:51:10,VeryLarge,15312,ATLAS,1219,5.19,1.63,58%,Low,AES-256-GCM
2782,2024-11-05T19:51:11,VeryLarge,17816,ReplicaWatcher,1410,6.26,1.83,47%,Low,AES-256-GCM
2783,2024-11-05T19:51:12,VeryLarge,31815,Kunerva,1493,6.81,2.07,24%,High,AES-128-GCM
2784,2024-11-05T19:51:13,VeryLarge,39094,kubeFlower,1545,7.11,3.1,34%,Medium,AES-256-GCM
2785,2024-11-05T19:51:14,Small,59,ATLAS,43,4.55,1.46,26%,High,ChaCha20-Poly1305
2786,2024-11-05T19:51:15,Small,73,ReplicaWatcher,75,5.26,1.57,32%,Low,ChaCha20-Poly1305
2787,2024-11-05T19:51:16,Small,8,Kunerva,93,5.86,1.84,79%,High,AES-256-GCM
2788,2024-11-05T19:51:17,Small,88,kubeFlower,122,6.16,2.85,73%,Medium,ChaCha20-Poly1305
2789,2024-11-05T19:51:18,Medium,151,ATLAS,149,4.88,1.58,47%,Medium,AES-128-GCM
2790,2024-11-05T19:51:19,Medium,998,ReplicaWatcher,205,5.41,1.73,73%,Medium,ChaCha20-Poly1305
2791,2024-11-05T19:51:20,Medium,679,Kunerva,213,5.97,1.92,23%,Medium,AES-256-GCM
2792,2024-11-05T19:51:21,Medium,716,kubeFlower,277,6.63,2.87,60%,Medium,AES-128-GCM
2793,2024-11-05T19:51:22,Large,5188,ATLAS,510,4.88,1.6,61%,High,AES-256-GCM
2794,2024-11-05T19:51:23,Large,7911,ReplicaWatcher,573,5.73,1.78,23%,Low,ChaCha20-Poly1305
2795,2024-11-05T19:51:24,Large,3066,Kunerva,596,6.15,1.92,34%,Medium,AES-128-GCM
2796,2024-11-05T19:51:25,Large,3543,kubeFlower,650,6.85,2.94,62%,Low,AES-128-GCM
2797,2024-11-05T19:51:26,VeryLarge,23078,ATLAS,1210,5.2,1.58,64%,High,ChaCha20-Poly1305
2798,2024-11-05T19:51:27,VeryLarge,21277,ReplicaWatcher,1388,6.45,1.93,29%,Medium,AES-256-GCM
2799,2024-11-05T19:51:28,VeryLarge,49358,Kunerva,1460,7.11,2.08,67%,Low,AES-128-GCM
2800,2024-11-05T19:51:29,VeryLarge,31683,kubeFlower,1501,6.83,3.07,30%,Medium,AES-128-GCM
2801,2024-11-05T19:51:30,Small,1,ATLAS,45,4.66,1.46,78%,Low,ChaCha20-Poly1305
2802,2024-11-05T19:51:31,Small,39,ReplicaWatcher,78,4.89,1.59,76%,Low,AES-128-GCM
2803,2024-11-05T19:51:32,Small,16,Kunerva,93,5.71,1.81,66%,Medium,AES-128-GCM
2804,2024-11-05T19:51:33,Small,91,kubeFlower,122,6.27,2.85,43%,Medium,ChaCha20-Poly1305
2805,2024-11-05T19:51:34,Medium,612,ATLAS,159,4.73,1.59,76%,Low,AES-256-GCM
2806,2024-11-05T19:51:35,Medium,927,ReplicaWatcher,201,5.7,1.74,53%,Low,AES-256-GCM
2807,2024-11-05T19:51:36,Medium,692,Kunerva,208,6.17,1.9,72%,High,AES-256-GCM
2808,2024-11-05T19:51:37,Medium,685,kubeFlower,255,6.79,2.87,68%,High,AES-128-GCM
2809,2024-11-05T19:51:38,Large,2648,ATLAS,475,4.89,1.53,27%,High,AES-128-GCM
2810,2024-11-05T19:51:39,Large,9341,ReplicaWatcher,564,5.87,1.86,67%,Medium,ChaCha20-Poly1305
2811,2024-11-05T19:51:40,Large,7991,Kunerva,560,6.42,1.94,38%,Medium,ChaCha20-Poly1305
2812,2024-11-05T19:51:41,Large,3180,kubeFlower,630,7.23,3.11,60%,Low,AES-256-GCM
2813,2024-11-05T19:51:42,VeryLarge,48782,ATLAS,1204,5.3,1.62,56%,Medium,AES-128-GCM
2814,2024-11-05T19:51:43,VeryLarge,26776,ReplicaWatcher,1357,6.37,1.88,40%,Medium,AES-128-GCM
2815,2024-11-05T19:51:44,VeryLarge,43657,Kunerva,1431,6.67,2.17,62%,Medium,AES-128-GCM
2816,2024-11-05T19:51:45,VeryLarge,43634,kubeFlower,1537,7.05,3.1,66%,High,AES-256-GCM
2817,2024-11-05T19:51:46,Small,24,ATLAS,43,4.56,1.42,22%,High,ChaCha20-Poly1305
2818,2024-11-05T19:51:47,Small,58,ReplicaWatcher,77,4.87,1.64,22%,Low,AES-256-GCM
2819,2024-11-05T19:51:48,Small,9,Kunerva,86,5.82,1.87,39%,Low,AES-128-GCM
